INDEX(),Date,Brand,Channel Funnel,Channel,Funnel,Tactic,Centralized Channel Funnel Tactic,Spend,LCND,LCROAS,pND,pROAS,Visit,clicks,impressions,orders
"10,883",6/3/25,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,595.81 "," 134,306.25 ", 84.16 ," 10,086.40 ", 6.32 ," 21,647.00 "," 20,235.00 "," 43,641.00 ", 767.00 
"10,884",6/3/25,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 479.90 ," 5,983.51 ", 12.47 , 680.33 , 1.42 ," 2,832.00 "," 3,913.00 "," 31,535.00 ", 48.00 
"10,885",6/3/25,brand us,CVR ASC Test,Social,Conversion,CVR ASC Test,Social Conversion ASC Test," 1,741.88 "," 13,544.24 ", 7.78 ," 1,539.98 ", 0.88 ," 10,695.00 "," 16,138.00 "," 196,746.00 ", 85.00 
"10,886",6/3/25,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom," 1,268.94 "," 4,164.62 ", 3.28 ," 4,720.18 ", 3.72 ," 1,706.00 "," 2,738.00 "," 39,406.00 ", 15.00 
"10,887",6/3/25,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, -   , 59.98 , -   , 3.04 , -   , 27.00 , -   , -   , 1.00 
"10,888",6/3/25,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 3,889.82 ", -   , -   ," 21,043.93 ", 5.41 , 383.00 ," 1,631.00 "," 1,220,784.00 ", -   
"10,889",6/3/25,brand us,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 4,014.62 ", 812.10 , 0.20 ," 72,263.16 ", 18.00 ," 9,710.00 "," 17,934.00 "," 440,785.00 ", 6.00 
"10,890",6/3/25,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand, 306.43 , 253.99 , 0.83 , 279.39 , 0.91 ," 1,028.00 ", 533.00 ," 1,504.00 ", 2.00 
"10,891",6/3/25,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 689.05 ,,,,,, 524.00 ," 5,190.00 ",
"10,892",6/3/25,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 3,226.29 ", -   , -   ," 33,134.00 ", 10.27 , 56.00 , 867.00 ," 981,476.00 ", -   
"10,893",6/3/25,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration CUS, 981.70 , -   , -   ," 11,770.58 ", 11.99 , 829.00 ," 1,086.00 "," 258,111.00 ", -   
"10,894",6/3/25,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN," 1,053.32 "," 1,597.29 ", 1.52 ," 26,333.00 ", 25.00 ," 6,954.00 "," 8,765.00 "," 725,764.00 ", 14.00 
"10,895",6/3/25,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Search, 569.65 , -   , -   ," 14,241.25 ", 25.00 , 506.00 , 725.00 ," 217,286.00 ", -   
"10,896",6/3/25,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 4,648.91 "," 35,341.84 ", 7.60 ," 20,795.14 ", 4.47 ," 7,450.00 "," 7,619.00 "," 742,284.00 ", 184.00 
"10,897",6/3/25,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 4,726.47 "," 33,954.87 ", 7.18 ," 38,304.49 ", 8.10 ," 10,755.00 "," 10,535.00 "," 596,792.00 ", 221.00 
"10,898",6/3/25,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE, 884.58 , -   , -   ," 7,209.33 ", 8.15 , 30.00 , 396.00 ," 378,733.00 ", -   
"10,899",6/3/25,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration CUS, -   , -   , -   , -   , -   , 218.00 , -   , -   , -   
"10,900",6/3/25,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration Search, 401.09 , -   , -   ," 3,974.80 ", 9.91 , 101.00 , 915.00 ," 150,158.00 ", -   
"10,901",6/3/25,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   , -   , -   , 8.00 ,,, -   
"10,902",6/3/25,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 25.67 , 706.92 , 27.54 , 329.85 , 12.85 , 405.00 , -   , -   , 8.00 
"10,903",6/3/25,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 295.55 ," 9,299.86 ", 31.47 ," 1,998.54 ", 6.76 , 900.00 , -   , -   , 57.00 
"10,904",6/3/25,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty, 597.59 ," 11,910.06 ", 19.93 ," 2,959.65 ", 4.95 , 386.00 , -   , -   , 80.00 
"10,905",6/3/25,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 159.05 ," 30,116.01 ", 189.35 ," 1,978.62 ", 12.44 ," 5,274.00 "," 5,436.00 "," 9,919.00 ", 200.00 
"10,906",6/3/25,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 520.82 ," 7,168.18 ", 13.76 ," 9,965.91 ", 19.14 ," 3,514.00 "," 5,059.00 "," 53,110.00 ", 49.00 
"10,907",6/3/25,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 112.65 , 691.52 , 6.14 , 713.03 , 6.33 , 965.00 ," 1,491.00 "," 13,991.00 ", 6.00 
"10,908",6/3/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 366.60 ," 3,743.20 ", 10.21 ," 4,731.78 ", 12.91 ," 2,466.00 "," 3,534.00 "," 39,984.00 ", 33.00 
"10,909",6/3/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,141.98 ", -   , -   ," 23,787.44 ", 20.83 , 88.00 , 679.00 ," 777,066.00 ", -   
"10,910",6/3/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 389.58 , -   , -   , 759.68 , 1.95 ," 2,992.00 "," 4,974.00 "," 75,741.00 ", -   
"10,911",6/3/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 510.65 , -   , -   ," 5,106.50 ", 10.00 , 21.00 , 233.00 ," 260,000.00 ", -   
"10,912",6/3/25,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX, 807.73 ," 8,703.93 ", 10.78 ," 7,907.52 ", 9.79 ," 2,021.00 "," 2,170.00 "," 191,803.00 ", 48.00 
"10,913",6/3/25,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC, 954.46 ," 9,297.90 ", 9.74 ," 8,447.15 ", 8.85 ," 3,278.00 "," 3,658.00 "," 186,846.00 ", 70.00 
"10,914",6/3/25,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 913.76 ," 11,783.49 ", 12.90 ," 4,296.26 ", 4.70 ," 6,974.00 ", -   , -   , 134.00 
"10,915",6/3/25,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 532.51 ," 19,019.85 ", 35.72 ," 3,490.14 ", 6.55 ," 1,863.00 ", -   , -   , 156.00 
"10,916",6/3/25,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,197.11 "," 71,756.47 ", 22.44 ," 7,103.89 ", 2.22 ," 3,144.00 ", -   , -   , 647.00 
"10,917",6/3/25,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 758.97 ," 112,325.75 ", 148.00 ," 7,188.85 ", 9.47 ," 16,852.00 "," 14,499.00 "," 27,267.00 "," 1,056.00 "
"10,918",6/3/25,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 9,420.53 "," 40,997.91 ", 4.35 ," 100,526.88 ", 10.67 ," 28,885.00 "," 38,654.00 "," 897,632.00 ", 561.00 
"10,919",6/3/25,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 429.95 ," 1,594.98 ", 3.71 ," 2,283.37 ", 5.31 , 756.00 , 960.00 ," 20,143.00 ", 18.00 
"10,920",6/3/25,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 3,314.70 "," 16,630.83 ", 5.02 ," 49,988.95 ", 15.08 ," 8,635.00 "," 11,173.00 "," 233,933.00 ", 188.00 
"10,921",6/3/25,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 4,414.87 "," 22,218.27 ", 5.03 ," 42,454.67 ", 9.62 ," 10,264.00 "," 13,712.00 "," 228,733.00 ", 263.00 
"10,922",6/3/25,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 169.05 ,,, 294.15 , 1.74 ,, 66.00 ," 73,306.00 ",
"10,923",6/3/25,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 8,039.24 "," 1,891.66 ", 0.24 ," 76,774.74 ", 9.55 ," 18,741.00 "," 24,805.00 "," 703,048.00 ", 27.00 
"10,924",6/3/25,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 3,693.39 "," 14,538.88 ", 3.94 ," 143,649.95 ", 38.89 ," 3,536.00 "," 2,687.00 "," 86,599.00 ", 114.00 
"10,925",6/3/25,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 9,707.76 "," 87,671.34 ", 9.03 ," 71,653.79 ", 7.38 ," 18,691.00 "," 17,273.00 "," 1,530,086.00 ", 908.00 
"10,926",6/3/25,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 16,948.17 "," 95,378.06 ", 5.63 ," 209,803.12 ", 12.38 ," 25,186.00 "," 25,177.00 "," 1,600,287.00 ", 923.00 
"10,927",6/4/25,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,, 644.97 , -   , 709.47 , -   , 212.00 , -   , -   , 5.00 
"10,928",6/4/25,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 5,329.83 "," 24,602.78 ", 4.62 ," 55,587.52 ", 10.43 ," 9,568.00 ", -   , -   , 120.00 
"10,929",6/4/25,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon," 1,813.09 "," 49,804.42 ", 27.47 ," 9,726.80 ", 5.36 ," 2,006.00 ", -   , -   , 228.00 
"10,930",6/4/25,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 2,958.97 "," 65,889.85 ", 22.27 ," 10,891.59 ", 3.68 ," 2,255.00 ", -   , -   , 321.00 
"10,931",6/4/25,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,928.29 "," 114,975.38 ", 59.63 ," 8,634.65 ", 4.48 ," 22,954.00 "," 21,635.00 "," 56,127.00 ", 628.00 
"10,932",6/4/25,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 489.19 ," 4,653.44 ", 9.51 , 529.10 , 1.08 ," 2,694.00 "," 3,673.00 "," 31,417.00 ", 27.00 
"10,933",6/4/25,brand us,CVR ASC Test,Social,Conversion,CVR ASC Test,Social Conversion ASC Test," 1,846.61 "," 9,840.89 ", 5.33 ," 1,118.91 ", 0.61 ," 10,563.00 "," 15,639.00 "," 201,135.00 ", 74.00 
"10,934",6/4/25,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom," 1,217.32 "," 2,754.99 ", 2.26 ," 3,122.51 ", 2.57 ," 1,462.00 "," 2,510.00 "," 38,314.00 ", 13.00 
"10,935",6/4/25,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 3,997.77 ", 95.00 , 0.02 ," 21,627.94 ", 5.41 , 353.00 ," 1,604.00 "," 1,164,908.00 ", 1.00 
"10,936",6/4/25,brand us,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 4,179.99 ", 844.94 , 0.20 ," 75,239.82 ", 18.00 ," 9,732.00 "," 17,077.00 "," 423,557.00 ", 4.00 
"10,937",6/4/25,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand, 227.32 , 488.69 , 2.15 , 537.56 , 2.36 , 945.00 , 467.00 ," 1,041.00 ", 4.00 
"10,938",6/4/25,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 595.62 ,,,,,, 540.00 ," 4,911.00 ",
"10,939",6/4/25,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 3,218.57 ", -   , -   ," 33,054.71 ", 10.27 , 72.00 , 892.00 ," 948,471.00 ", -   
"10,940",6/4/25,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration CUS, 953.20 , 143.99 , 0.15 ," 11,428.87 ", 11.99 , 772.00 ," 1,060.00 "," 266,441.00 ", 1.00 
"10,941",6/4/25,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN," 1,066.67 "," 2,156.68 ", 2.02 ," 26,666.75 ", 25.00 ," 6,500.00 "," 8,610.00 "," 691,551.00 ", 12.00 
"10,942",6/4/25,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Search, 548.49 , -   , -   ," 13,712.25 ", 25.00 , 506.00 , 697.00 ," 206,230.00 ", -   
"10,943",6/4/25,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 5,068.91 "," 43,771.70 ", 8.64 ," 25,755.27 ", 5.08 ," 8,270.00 "," 8,512.00 "," 841,290.00 ", 221.00 
"10,944",6/4/25,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 5,489.59 "," 33,383.49 ", 6.08 ," 37,659.92 ", 6.86 ," 12,149.00 "," 11,722.00 "," 675,197.00 ", 228.00 
"10,945",6/4/25,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE, 876.16 , -   , -   ," 7,140.70 ", 8.15 , 40.00 , 392.00 ," 367,821.00 ", -   
"10,946",6/4/25,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration CUS, -   , -   , -   , -   , -   , 249.00 , -   , -   , -   
"10,947",6/4/25,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration Search, 402.53 , -   , -   ," 3,989.07 ", 9.91 , 87.00 , 933.00 ," 144,473.00 ", -   
"10,948",6/4/25,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   , -   , -   , 7.00 ,,, -   
"10,949",6/4/25,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   , -   , -   , 24.00 ,,, -   
"10,950",6/4/25,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 4.70 , -   , -   , -   , -   , 298.00 , -   , -   , -   
"10,951",6/4/25,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 214.31 ," 7,345.33 ", 34.27 ," 1,578.51 ", 7.37 , 896.00 , -   , -   , 46.00 
"10,952",6/4/25,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty, 400.83 ," 7,541.45 ", 18.81 ," 1,874.05 ", 4.68 , 330.00 , -   , -   , 49.00 
"10,953",6/4/25,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 187.95 ," 24,549.46 ", 130.62 ," 1,612.90 ", 8.58 ," 5,324.00 "," 5,825.00 "," 17,582.00 ", 151.00 
"10,954",6/4/25,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 554.71 ," 3,035.30 ", 5.47 ," 4,219.98 ", 7.61 ," 3,316.00 "," 5,443.00 "," 56,015.00 ", 23.00 
"10,955",6/4/25,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 128.14 ," 2,629.52 ", 20.52 ," 2,711.29 ", 21.16 , 938.00 ," 1,490.00 "," 15,353.00 ", 12.00 
"10,956",6/4/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 389.62 ," 2,480.48 ", 6.37 ," 3,135.58 ", 8.05 ," 2,292.00 "," 3,743.00 "," 41,969.00 ", 20.00 
"10,957",6/4/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,124.32 ", -   , -   ," 23,419.59 ", 20.83 , 77.00 , 664.00 ," 746,945.00 ", -   
"10,958",6/4/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 406.18 , 243.94 , 0.60 , 792.05 , 1.95 ," 2,778.00 "," 4,960.00 "," 76,469.00 ", 2.00 
"10,959",6/4/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 510.58 , -   , -   ," 5,105.80 ", 10.00 , 19.00 , 198.00 ," 249,078.00 ", -   
"10,960",6/4/25,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX, 730.57 ," 7,571.05 ", 10.36 ," 6,878.30 ", 9.41 ," 1,728.00 "," 2,023.00 "," 183,963.00 ", 37.00 
"10,961",6/4/25,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC, 978.42 ," 5,103.73 ", 5.22 ," 4,636.74 ", 4.74 ," 3,102.00 "," 3,785.00 "," 195,753.00 ", 51.00 
"10,962",6/4/25,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 845.28 ," 11,449.05 ", 13.54 ," 4,174.32 ", 4.94 ," 5,488.00 ", -   , -   , 126.00 
"10,963",6/4/25,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 413.06 ," 16,656.69 ", 40.33 ," 3,056.50 ", 7.40 ," 1,606.00 ", -   , -   , 139.00 
"10,964",6/4/25,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,253.41 "," 70,845.86 ", 21.78 ," 7,013.74 ", 2.16 ," 2,989.00 ", -   , -   , 609.00 
"10,965",6/4/25,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 634.23 ," 106,904.86 ", 168.56 ," 6,841.91 ", 10.79 ," 15,249.00 "," 14,375.00 "," 27,340.00 "," 1,023.00 "
"10,966",6/4/25,brand outlet,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC," 9,734.95 "," 43,644.33 ", 4.48 ," 107,015.90 ", 10.99 ," 26,480.00 "," 38,089.00 "," 894,065.00 ", 545.00 
"10,967",6/4/25,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 450.05 ," 1,681.72 ", 3.74 ," 2,407.55 ", 5.35 , 789.00 , 969.00 ," 20,498.00 ", 20.00 
"10,968",6/4/25,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 4,174.71 "," 13,313.58 ", 3.19 ," 40,017.96 ", 9.59 ," 8,925.00 "," 12,797.00 "," 294,360.00 ", 176.00 
"10,969",6/4/25,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 4,352.18 "," 20,808.22 ", 4.78 ," 39,760.35 ", 9.14 ," 9,260.00 "," 13,034.00 "," 223,314.00 ", 250.00 
"10,970",6/4/25,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 159.30 ,,, 277.18 , 1.74 ,, 72.00 ," 66,545.00 ",
"10,971",6/4/25,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 8,443.03 "," 2,097.31 ", 0.25 ," 80,630.94 ", 9.55 ," 15,445.00 "," 23,862.00 "," 720,724.00 ", 22.00 
"10,972",6/4/25,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 6,104.75 "," 14,004.56 ", 2.29 ," 138,370.65 ", 22.67 ," 3,835.00 "," 4,174.00 "," 117,301.00 ", 119.00 
"10,973",6/4/25,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 6,128.93 "," 66,807.38 ", 10.90 ," 54,601.67 ", 8.91 ," 13,980.00 "," 13,821.00 "," 1,216,947.00 ", 685.00 
"10,974",6/4/25,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 18,326.18 "," 91,810.18 ", 5.01 ," 201,954.85 ", 11.02 ," 26,324.00 "," 29,024.00 "," 1,790,369.00 ", 895.00 
"10,975",6/5/25,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,, 893.95 , -   , 983.35 , -   , 197.00 , -   , -   , 6.00 
"10,976",6/5/25,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 5,205.98 "," 23,656.38 ", 4.54 ," 53,449.22 ", 10.27 ," 12,075.00 ", -   , -   , 142.00 
"10,977",6/5/25,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon," 1,313.63 "," 35,961.28 ", 27.38 ," 7,023.24 ", 5.35 ," 1,893.00 ", -   , -   , 172.00 
"10,978",6/5/25,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 2,631.81 "," 56,252.46 ", 21.37 ," 9,298.53 ", 3.53 ," 2,199.00 ", -   , -   , 276.00 
"10,979",6/5/25,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,847.81 "," 119,286.54 ", 64.56 ," 8,958.42 ", 4.85 ," 22,200.00 "," 20,540.00 "," 53,805.00 ", 632.00 
"10,980",6/5/25,brand us,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 325.75 ," 3,437.31 ", 10.55 , 390.82 , 1.20 ," 1,901.00 "," 2,321.00 "," 18,854.00 ", 28.00 
"10,981",6/5/25,brand us,CVR ASC Test,Social,Conversion,CVR ASC Test,Social Conversion ASC Test," 1,907.00 "," 11,951.10 ", 6.27 ," 1,358.84 ", 0.71 ," 10,483.00 "," 15,866.00 "," 194,289.00 ", 79.00 
"10,982",6/5/25,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 758.40 ," 2,877.19 ", 3.79 ," 3,261.01 ", 4.30 , 912.00 ," 1,447.00 "," 21,820.00 ", 9.00 
"10,983",6/5/25,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 4,165.17 ", 236.00 , 0.06 ," 22,533.57 ", 5.41 , 379.00 ," 1,636.00 "," 1,150,614.00 ", 1.00 
"10,984",6/5/25,brand us,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 3,970.90 ", 458.98 , 0.12 ," 71,476.20 ", 18.00 ," 9,032.00 "," 15,990.00 "," 394,396.00 ", 4.00 
"10,985",6/5/25,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand, 214.67 , 99.99 , 0.47 , 109.99 , 0.51 , 844.00 , 489.00 ," 1,046.00 ", 1.00 
"10,986",6/5/25,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 480.75 ,,,,,, 435.00 ," 4,455.00 ",
"10,987",6/5/25,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 3,352.62 ", -   , -   ," 34,431.41 ", 10.27 , 61.00 , 944.00 ," 1,005,413.00 ", -   
"10,988",6/5/25,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration CUS," 1,035.39 ", 669.00 , 0.65 ," 12,414.33 ", 11.99 , 761.00 ," 1,052.00 "," 259,100.00 ", 3.00 
"10,989",6/5/25,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN," 1,191.08 "," 2,102.81 ", 1.77 ," 29,777.00 ", 25.00 ," 7,377.00 "," 9,446.00 "," 793,306.00 ", 14.00 
"10,990",6/5/25,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Search, 606.80 , -   , -   ," 15,170.00 ", 25.00 , 507.00 , 723.00 ," 218,262.00 ", -   
"10,991",6/5/25,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 4,191.86 "," 29,900.28 ", 7.13 ," 17,593.32 ", 4.20 ," 7,455.00 "," 7,457.00 "," 806,176.00 ", 161.00 
"10,992",6/5/25,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 4,898.75 "," 25,181.58 ", 5.14 ," 28,407.34 ", 5.80 ," 11,077.00 "," 10,464.00 "," 647,654.00 ", 155.00 
"10,993",6/5/25,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE, 865.99 , -   , -   ," 7,057.82 ", 8.15 , 41.00 , 414.00 ," 355,859.00 ", -   
"10,994",6/5/25,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration CUS, -   , -   , -   , -   , -   , 121.00 , -   , -   , -   
"10,995",6/5/25,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration Search, 400.79 , -   , -   ," 3,971.83 ", 9.91 , 77.00 , 870.00 ," 140,433.00 ", -   
"10,996",6/5/25,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   , -   , -   , 7.00 ,,, -   
"10,997",6/5/25,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   , -   , -   , 13.00 ,,, -   
"10,998",6/5/25,brand us,YouTube Shorts AWE,Social,Awareness,YouTube Shorts AWE,YouTube Shorts AWE,, -   , -   ,, -   , 1.00 ,,, -   
"10,999",6/5/25,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 168.16 ," 1,497.99 ", 8.91 , 698.96 , 4.16 , 902.00 , -   , -   , 10.00 
"11,000",6/5/25,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 205.59 ," 5,778.27 ", 28.11 ," 1,241.75 ", 6.04 , 550.00 , -   , -   , 39.00 
"11,001",6/5/25,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty, 320.82 ," 6,522.43 ", 20.33 ," 1,620.82 ", 5.05 , 296.00 , -   , -   , 43.00 
"11,002",6/5/25,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 200.44 ," 31,682.40 ", 158.06 ," 2,081.53 ", 10.38 ," 5,427.00 "," 5,636.00 "," 17,354.00 ", 169.00 
"11,003",6/5/25,brand ca,CVR ASC,Social,Conversion, CVR ASC,Social Conversion ASC, 527.95 ," 3,613.28 ", 6.84 ," 5,023.55 ", 9.52 ," 3,395.00 "," 5,071.00 "," 50,670.00 ", 29.00 
"11,004",6/5/25,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 117.89 ," 1,736.17 ", 14.73 ," 1,790.16 ", 15.19 , 761.00 ," 1,167.00 "," 12,594.00 ", 10.00 
"11,005",6/5/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 362.54 ," 1,885.92 ", 5.20 ," 2,383.99 ", 6.58 ," 1,995.00 "," 2,897.00 "," 35,155.00 ", 16.00 
"11,006",6/5/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,125.39 ", -   , -   ," 23,441.87 ", 20.83 , 96.00 , 707.00 ," 720,304.00 ", -   
"11,007",6/5/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 384.03 , 106.21 , 0.28 , 748.86 , 1.95 ," 2,632.00 "," 4,442.00 "," 69,819.00 ", 2.00 
"11,008",6/5/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 528.47 , -   , -   ," 5,284.70 ", 10.00 , 17.00 , 221.00 ," 258,870.00 ", -   
